G2980	V-PAP-NSN	｛66.13.5｜66.13.5｝
G3173	A-APN	｛66.13.5｜66.13.5｝
G2532	CONJ	｛66.13.5｜66.13.5｝
G988	N-APF	｛66.13.5｜66.13.5｝
G2532	CONJ	｛66.13.5｜66.13.5｝
G1325	V-API-3S	｛66.13.5｜66.13.5｝
G846	P-DSN	｛66.13.5｜66.13.5｝
G1849	N-NSF	｛66.13.5｜66.13.5｝
G4160	V-AAN	｛66.13.5｜66.13.5｝
G3376	N-APM	｛66.13.5｜66.13.5｝
G5062	A-APM-NUI	｛66.13.5｜66.13.5｝
G2532	CONJ	｛66.13.5｜66.13.5｝
G1417	A-APM-NUI	｛66.13.5｜66.13.5｝
G2532	CONJ	｛66.13.6｜66.13.6｝
G455	V-2AAI-3S	｛66.13.6｜66.13.6｝
G3588	T-ASN	｛66.13.6｜66.13.6｝
G4750	N-ASN	｛66.13.6｜66.13.6｝
G846	P-GSN	｛66.13.6｜66.13.6｝
G1519	PREP	｛66.13.6｜66.13.6｝
G988	N-APF	｛66.13.6｜66.13.6｝
G4314	PREP	｛66.13.6｜66.13.6｝
G3588	T-ASM	｛66.13.6｜66.13.6｝
G2316	N-ASM	｛66.13.6｜66.13.6｝
G987	V-AAN	｛66.13.6｜66.13.6｝
G3588	T-ASN	｛66.13.6｜66.13.6｝
G3686	N-ASN	｛66.13.6｜66.13.6｝
G846	P-GSM	｛66.13.6｜66.13.6｝
G2532	CONJ	｛66.13.6｜66.13.6｝
G3588	T-ASF	｛66.13.6｜66.13.6｝
G4633	N-ASF	｛66.13.6｜66.13.6｝
G846	P-GSM	｛66.13.6｜66.13.6｝
G3588	T-APM	｛66.13.6｜66.13.6｝
G1722	PREP	｛66.13.6｜66.13.6｝
G3588	T-DSM	｛66.13.6｜66.13.6｝
G3772	N-DSM	｛66.13.6｜66.13.6｝
G4637	V-PAP-APM	｛66.13.6｜66.13.6｝
G2532	CONJ	｛66.13.7｜66.13.7｝
G1325	V-API-3S	｛66.13.7｜66.13.7｝
G846	P-DSN	｛66.13.7｜66.13.7｝
G4160	V-AAN	｛66.13.7｜66.13.7｝
G4171	N-ASM	｛66.13.7｜66.13.7｝
G3326	PREP	｛66.13.7｜66.13.7｝
G3588	T-GPM	｛66.13.7｜66.13.7｝
G40	A-GPM	｛66.13.7｜66.13.7｝
G2532	CONJ	｛66.13.7｜66.13.7｝
G3528	V-AAN	｛66.13.7｜66.13.7｝
G846	P-APM	｛66.13.7｜66.13.7｝
G2532	CONJ	｛66.13.7｜66.13.7｝
G1325	V-API-3S	｛66.13.7｜66.13.7｝
G846	P-DSN	｛66.13.7｜66.13.7｝
G1849	N-NSF	｛66.13.7｜66.13.7｝
G1909	PREP	｛66.13.7｜66.13.7｝
G3956	A-ASF	｛66.13.7｜66.13.7｝
G5443	N-ASF	｛66.13.7｜66.13.7｝
G2532	CONJ	｛66.13.7｜66.13.7｝
G2992	N-ASM	｛66.13.7｜66.13.7｝
G2532	CONJ	｛66.13.7｜66.13.7｝
G1100	N-ASF	｛66.13.7｜66.13.7｝
G2532	CONJ	｛66.13.7｜66.13.7｝
G1484	N-ASN	｛66.13.7｜66.13.7｝
G2532	CONJ	｛66.13.8｜66.13.8｝
G4352	V-FAI-3P	｛66.13.8｜66.13.8｝
G846	P-ASM	｛66.13.8｜66.13.8｝
G3956	A-NPM	｛66.13.8｜66.13.8｝
G3588	T-NPM	｛66.13.8｜66.13.8｝
G2730	V-PAP-NPM	｛66.13.8｜66.13.8｝
G1909	PREP	｛66.13.8｜66.13.8｝
G3588	T-GSF	｛66.13.8｜66.13.8｝
G1093	N-GSF	｛66.13.8｜66.13.8｝
G3739	R-GSM	｛66.13.8｜66.13.8｝
G3756	PRT-N	｛66.13.8｜66.13.8｝
G1125	V-RPI-3S	｛66.13.8｜66.13.8｝
G3588	T-NSN	｛66.13.8｜66.13.8｝
G3686	N-NSN	｛66.13.8｜66.13.8｝
G846	P-GSM	｛66.13.8｜66.13.8｝
G1722	PREP	｛66.13.8｜66.13.8｝
G3588	T-DSN	｛66.13.8｜66.13.8｝
G975	N-DSN	｛66.13.8｜66.13.8｝
G3588	T-GSF	｛66.13.8｜66.13.8｝
G2222	N-GSF	｛66.13.8｜66.13.8｝
G3588	T-GSN	｛66.13.8｜66.13.8｝
G721	N-GSN	｛66.13.8｜66.13.8｝
G3588	T-GSN	｛66.13.8｜66.13.8｝
G4969	V-RPP-GSN	｛66.13.8｜66.13.8｝
G575	PREP	｛66.13.8｜66.13.8｝
G2602	N-GSF	｛66.13.8｜66.13.8｝
G2889	N-GSM	｛66.13.8｜66.13.8｝
G1487	CONJ	｛66.13.9｜66.13.9｝
G5100	X-NSM	｛66.13.9｜66.13.9｝
G2192	V-PAI-3S	｛66.13.9｜66.13.9｝
G3775	N-ASN	｛66.13.9｜66.13.9｝
G191	V-AAM-3S	｛66.13.9｜66.13.9｝
G1487	CONJ	｛66.13.10｜66.13.10｝
G5100	X-NSM	｛66.13.10｜66.13.10｝
G1519	PREP	｛66.13.10｜66.13.10｝
G161	N-ASF	｛66.13.10｜66.13.10｝
G1519	PREP	｛66.13.10｜66.13.10｝
G161	N-ASF	｛66.13.10｜66.13.10｝
G5217	V-PAI-3S	｛66.13.10｜66.13.10｝
G1487	CONJ	｛66.13.10｜66.13.10｝
G5100	X-NSM	｛66.13.10｜66.13.10｝
G1722	PREP	｛66.13.10｜66.13.10｝
G3162	N-DSF	｛66.13.10｜66.13.10｝
G615	V-APN	｛66.13.10｜66.13.10｝
G846	P-ASM	｛66.13.10｜66.13.10｝
G1722	PREP	｛66.13.10｜66.13.10｝
G3162	N-DSF	｛66.13.10｜66.13.10｝
G615	V-APN	｛66.13.10｜66.13.10｝
G5602	ADV	｛66.13.10｜66.13.10｝
G1510	V-PAI-3S	｛66.13.10｜66.13.10｝
G3588	T-NSF	｛66.13.10｜66.13.10｝
G5281	N-NSF	｛66.13.10｜66.13.10｝
G2532	CONJ	｛66.13.10｜66.13.10｝
G3588	T-NSF	｛66.13.10｜66.13.10｝
G4102	N-NSF	｛66.13.10｜66.13.10｝
G3588	T-GPM	｛66.13.10｜66.13.10｝
G40	A-GPM	｛66.13.10｜66.13.10｝
G2532	CONJ	｛66.13.11｜66.13.11｝
G1492	V-2AAI-1S	｛66.13.11｜66.13.11｝
G243	A-ASN	｛66.13.11｜66.13.11｝
G2342	N-ASN	｛66.13.11｜66.13.11｝
G305	V-PAP-ASN	｛66.13.11｜66.13.11｝
G1537	PREP	｛66.13.11｜66.13.11｝
G3588	T-GSF	｛66.13.11｜66.13.11｝
G1093	N-GSF	｛66.13.11｜66.13.11｝
G2532	CONJ	｛66.13.11｜66.13.11｝
G2192	V-IAI-3S	｛66.13.11｜66.13.11｝
G2768	N-APN	｛66.13.11｜66.13.11｝
G1417	A-APN-NUI	｛66.13.11｜66.13.11｝
G3664	A-NPN	｛66.13.11｜66.13.11｝
G721	N-DSN	｛66.13.11｜66.13.11｝
G2532	CONJ	｛66.13.11｜66.13.11｝
G2980	V-IAI-3S	｛66.13.11｜66.13.11｝
G5613	CONJ	｛66.13.11｜66.13.11｝
G1404	N-NSM	｛66.13.11｜66.13.11｝
G2532	CONJ	｛66.13.12｜66.13.12｝
G3588	T-ASF	｛66.13.12｜66.13.12｝
G1849	N-ASF	｛66.13.12｜66.13.12｝
G3588	T-GSN	｛66.13.12｜66.13.12｝
G4413	A-GSN	｛66.13.12｜66.13.12｝
G2342	N-GSN	｛66.13.12｜66.13.12｝
G3956	A-ASF	｛66.13.12｜66.13.12｝
G4160	V-PAI-3S	｛66.13.12｜66.13.12｝
G1799	PREP	｛66.13.12｜66.13.12｝
G846	P-GSN	｛66.13.12｜66.13.12｝
G2532	CONJ	｛66.13.12｜66.13.12｝
G4160	V-PAI-3S	｛66.13.12｜66.13.12｝
G3588	T-ASF	｛66.13.12｜66.13.12｝
G1093	N-ASF	｛66.13.12｜66.13.12｝
G2532	CONJ	｛66.13.12｜66.13.12｝
G3588	T-APM	｛66.13.12｜66.13.12｝
G1722	PREP	｛66.13.12｜66.13.12｝
G846	P-DSF	｛66.13.12｜66.13.12｝
G2730	V-PAP-APM	｛66.13.12｜66.13.12｝
G2443	CONJ	｛66.13.12｜66.13.12｝
G4352	V-FAI-3P	｛66.13.12｜66.13.12｝
G3588	T-ASN	｛66.13.12｜66.13.12｝
G2342	N-ASN	｛66.13.12｜66.13.12｝
G3588	T-ASN	｛66.13.12｜66.13.12｝
G4413	A-ASN	｛66.13.12｜66.13.12｝
G3739	R-GSN	｛66.13.12｜66.13.12｝
G2323	V-API-3S	｛66.13.12｜66.13.12｝
G3588	T-NSF	｛66.13.12｜66.13.12｝
G4127	N-NSF	｛66.13.12｜66.13.12｝
G3588	T-GSM	｛66.13.12｜66.13.12｝
G2288	N-GSM	｛66.13.12｜66.13.12｝
G846	P-GSN	｛66.13.12｜66.13.12｝
G2532	CONJ	｛66.13.13｜66.13.13｝
G4160	V-PAI-3S	｛66.13.13｜66.13.13｝
G4592	N-APN	｛66.13.13｜66.13.13｝
G3173	A-APN	｛66.13.13｜66.13.13｝
G2443	CONJ	｛66.13.13｜66.13.13｝
G2532	CONJ	｛66.13.13｜66.13.13｝
G4442	N-ASN	｛66.13.13｜66.13.13｝
G4160	V-PAS-3S	｛66.13.13｜66.13.13｝
G1537	PREP	｛66.13.13｜66.13.13｝
G3588	T-GSM	｛66.13.13｜66.13.13｝
G3772	N-GSM	｛66.13.13｜66.13.13｝
G2597	V-PAN	｛66.13.13｜66.13.13｝
G1519	PREP	｛66.13.13｜66.13.13｝
G3588	T-ASF	｛66.13.13｜66.13.13｝
G1093	N-ASF	｛66.13.13｜66.13.13｝
G1799	PREP	｛66.13.13｜66.13.13｝
G3588	T-GPM	｛66.13.13｜66.13.13｝
G444	N-GPM	｛66.13.13｜66.13.13｝
G2532	CONJ	｛66.13.14｜66.13.14｝
G4105	V-PAI-3S	｛66.13.14｜66.13.14｝
G3588	T-APM	｛66.13.14｜66.13.14｝
G2730	V-PAP-APM	｛66.13.14｜66.13.14｝
G1909	PREP	｛66.13.14｜66.13.14｝
G3588	T-GSF	｛66.13.14｜66.13.14｝
G1093	N-GSF	｛66.13.14｜66.13.14｝
G1223	PREP	｛66.13.14｜66.13.14｝
G3588	T-APN	｛66.13.14｜66.13.14｝
G4592	N-APN	｛66.13.14｜66.13.14｝
G3739	R-NPN	｛66.13.14｜66.13.14｝
G1325	V-API-3S	｛66.13.14｜66.13.14｝
G846	P-DSN	｛66.13.14｜66.13.14｝
G4160	V-AAN	｛66.13.14｜66.13.14｝
G1799	PREP	｛66.13.14｜66.13.14｝
G3588	T-GSN	｛66.13.14｜66.13.14｝
G2342	N-GSN	｛66.13.14｜66.13.14｝
G3004	V-PAP-NSM	｛66.13.14｜66.13.14｝
G3588	T-DPM	｛66.13.14｜66.13.14｝
G2730	V-PAP-DPM	｛66.13.14｜66.13.14｝
G1909	PREP	｛66.13.14｜66.13.14｝
G3588	T-GSF	｛66.13.14｜66.13.14｝
G1093	N-GSF	｛66.13.14｜66.13.14｝
G4160	V-AAN	｛66.13.14｜66.13.14｝
G1504	N-ASF	｛66.13.14｜66.13.14｝
G3588	T-DSN	｛66.13.14｜66.13.14｝
G2342	N-DSN	｛66.13.14｜66.13.14｝
G3739	R-NSM	｛66.13.14｜66.13.14｝
G2192	V-PAI-3S	｛66.13.14｜66.13.14｝
G3588	T-ASF	｛66.13.14｜66.13.14｝
G4127	N-ASF	｛66.13.14｜66.13.14｝
G3588	T-GSF	｛66.13.14｜66.13.14｝
G3162	N-GSF	｛66.13.14｜66.13.14｝
G2532	CONJ	｛66.13.14｜66.13.14｝
G2198	V-AAI-3S	｛66.13.14｜66.13.14｝
G2532	CONJ	｛66.13.15｜66.13.15｝
G1325	V-API-3S	｛66.13.15｜66.13.15｝
G846	P-DSN	｛66.13.15｜66.13.15｝
G1325	V-2AAN	｛66.13.15｜66.13.15｝
G4151	N-ASN	｛66.13.15｜66.13.15｝
G3588	T-DSF	｛66.13.15｜66.13.15｝
G1504	N-DSF	｛66.13.15｜66.13.15｝
G3588	T-GSN	｛66.13.15｜66.13.15｝
G2342	N-GSN	｛66.13.15｜66.13.15｝
G2443	CONJ	｛66.13.15｜66.13.15｝
G2532	CONJ	｛66.13.15｜66.13.15｝
G2980	V-AAS-3S	｛66.13.15｜66.13.15｝
G3588	T-NSF	｛66.13.15｜66.13.15｝
G1504	N-NSF	｛66.13.15｜66.13.15｝
G3588	T-GSN	｛66.13.15｜66.13.15｝
G2342	N-GSN	｛66.13.15｜66.13.15｝
G2532	CONJ	｛66.13.15｜66.13.15｝
G4160	V-AAS-3S	｛66.13.15｜66.13.15｝
G2443	CONJ	｛66.13.15｜66.13.15｝
G3745	K-NPM	｛66.13.15｜66.13.15｝
G1437	PRT	｛66.13.15｜66.13.15｝
G3361	PRT-N	｛66.13.15｜66.13.15｝
G4352	V-AAS-3P	｛66.13.15｜66.13.15｝
G3588	T-DSF	｛66.13.15｜66.13.15｝
G1504	N-DSF	｛66.13.15｜66.13.15｝
G3588	T-GSN	｛66.13.15｜66.13.15｝
G2342	N-GSN	｛66.13.15｜66.13.15｝
G615	V-APS-3P	｛66.13.15｜66.13.15｝
G2532	CONJ	｛66.13.16｜66.13.16｝
G4160	V-PAI-3S	｛66.13.16｜66.13.16｝
G3956	A-APM	｛66.13.16｜66.13.16｝
G3588	T-APM	｛66.13.16｜66.13.16｝
G3398	A-APM	｛66.13.16｜66.13.16｝
G2532	CONJ	｛66.13.16｜66.13.16｝
G3588	T-APM	｛66.13.16｜66.13.16｝
G3173	A-APM	｛66.13.16｜66.13.16｝
G2532	CONJ	｛66.13.16｜66.13.16｝
G3588	T-APM	｛66.13.16｜66.13.16｝
G4145	A-APM	｛66.13.16｜66.13.16｝
G2532	CONJ	｛66.13.16｜66.13.16｝
G3588	T-APM	｛66.13.16｜66.13.16｝
G4434	A-APM	｛66.13.16｜66.13.16｝
G2532	CONJ	｛66.13.16｜66.13.16｝
G3588	T-APM	｛66.13.16｜66.13.16｝
G1658	A-APM	｛66.13.16｜66.13.16｝
G2532	CONJ	｛66.13.16｜66.13.16｝
G3588	T-APM	｛66.13.16｜66.13.16｝
G1401	N-APM	｛66.13.16｜66.13.16｝
G2443	CONJ	｛66.13.16｜66.13.16｝
G1325	V-2AAS-3P	｛66.13.16｜66.13.16｝
G846	P-DPM	｛66.13.16｜66.13.16｝
G5480	N-ASN	｛66.13.16｜66.13.16｝
G1909	PREP	｛66.13.16｜66.13.16｝
G3588	T-GSF	｛66.13.16｜66.13.16｝
G5495	N-GSF	｛66.13.16｜66.13.16｝
G846	P-GPM	｛66.13.16｜66.13.16｝
G3588	T-GSF	｛66.13.16｜66.13.16｝
G1188	A-GSF	｛66.13.16｜66.13.16｝
G2228	CONJ	｛66.13.16｜66.13.16｝
G1909	PREP	｛66.13.16｜66.13.16｝
G3588	T-ASN	｛66.13.16｜66.13.16｝
G3359	N-ASN	｛66.13.16｜66.13.16｝
G846	P-GPM	｛66.13.16｜66.13.16｝
G2532	CONJ	｛66.13.17｜66.13.17｝
G2443	CONJ	｛66.13.17｜66.13.17｝
G3361	PRT-N	｛66.13.17｜66.13.17｝
G5100	X-NSM	｛66.13.17｜66.13.17｝
G1410	V-PNS-3S	｛66.13.17｜66.13.17｝
G59	V-AAN	｛66.13.17｜66.13.17｝
G2228	CONJ	｛66.13.17｜66.13.17｝
G4453	V-AAN	｛66.13.17｜66.13.17｝
G1487	CONJ	｛66.13.17｜66.13.17｝
G3361	PRT-N	｛66.13.17｜66.13.17｝
G3588	T-NSM	｛66.13.17｜66.13.17｝
G2192	V-PAP-NSM	｛66.13.17｜66.13.17｝
G3588	T-ASN	｛66.13.17｜66.13.17｝
G5480	N-ASN	｛66.13.17｜66.13.17｝
G3588	T-ASN	｛66.13.17｜66.13.17｝
G3686	N-ASN	｛66.13.17｜66.13.17｝
G3588	T-GSN	｛66.13.17｜66.13.17｝
G2342	N-GSN	｛66.13.17｜66.13.17｝
G2228	CONJ	｛66.13.17｜66.13.17｝
G3588	T-ASM	｛66.13.17｜66.13.17｝
G706	N-ASM	｛66.13.17｜66.13.17｝
G3588	T-GSN	｛66.13.17｜66.13.17｝
G3686	N-GSN	｛66.13.17｜66.13.17｝
G846	P-GSN	｛66.13.17｜66.13.17｝
G5602	ADV	｛66.13.18｜66.13.18｝
G3588	T-NSF	｛66.13.18｜66.13.18｝
G4678	N-NSF	｛66.13.18｜66.13.18｝
G1510	V-PAI-3S	｛66.13.18｜66.13.18｝
G3588	T-NSM	｛66.13.18｜66.13.18｝
G2192	V-PAP-NSM	｛66.13.18｜66.13.18｝
G3563	N-ASM	｛66.13.18｜66.13.18｝
G5585	V-AAM-3S	｛66.13.18｜66.13.18｝
G3588	T-ASM	｛66.13.18｜66.13.18｝
G706	N-ASM	｛66.13.18｜66.13.18｝
G3588	T-GSN	｛66.13.18｜66.13.18｝
G2342	N-GSN	｛66.13.18｜66.13.18｝
G706	N-NSM	｛66.13.18｜66.13.18｝
G1063	CONJ	｛66.13.18｜66.13.18｝
G444	N-GSM	｛66.13.18｜66.13.18｝
G1510	V-PAI-3S	｛66.13.18｜66.13.18｝
G2532	CONJ	｛66.13.18｜66.13.18｝
G3588	T-NSM	｛66.13.18｜66.13.18｝
G706	N-NSM	｛66.13.18｜66.13.18｝
G846	P-GSN	｛66.13.18｜66.13.18｝
G1812	A-NPM-NUI	｛66.13.18｜66.13.18｝
G1835	A-NPM-NUI	｛66.13.18｜66.13.18｝
G1803	A-NPM-NUI	｛66.13.18｜66.13.18｝
G2532	CONJ	｛66.14.1｜66.14.1｝
G1492	V-2AAI-1S	｛66.14.1｜66.14.1｝
G2532	CONJ	｛66.14.1｜66.14.1｝
G2400	INJ	｛66.14.1｜66.14.1｝
G3588	T-NSN	｛66.14.1｜66.14.1｝
G721	N-NSN	｛66.14.1｜66.14.1｝
G2476	V-2RAP-NSN	｛66.14.1｜66.14.1｝
G1909	PREP	｛66.14.1｜66.14.1｝
G3588	T-ASN	｛66.14.1｜66.14.1｝
G3735	N-ASN	｛66.14.1｜66.14.1｝
G4622	N-GSF-L	｛66.14.1｜66.14.1｝
G2532	CONJ	｛66.14.1｜66.14.1｝
G3326	PREP	｛66.14.1｜66.14.1｝
G846	P-GSM	｛66.14.1｜66.14.1｝
G1540	A-NPF-NUI	｛66.14.1｜66.14.1｝
G5062	A-NPF-NUI	｛66.14.1｜66.14.1｝
G5064	A-NPF	｛66.14.1｜66.14.1｝
G5505	N-NPF	｛66.14.1｜66.14.1｝
G2192	V-PAP-NPF	｛66.14.1｜66.14.1｝
G3588	T-ASN	｛66.14.1｜66.14.1｝
G3686	N-ASN	｛66.14.1｜66.14.1｝
G846	P-GSM	｛66.14.1｜66.14.1｝
G2532	CONJ	｛66.14.1｜66.14.1｝
G3588	T-ASN	｛66.14.1｜66.14.1｝
G3686	N-ASN	｛66.14.1｜66.14.1｝
G3588	T-GSM	｛66.14.1｜66.14.1｝
G3962	N-GSM	｛66.14.1｜66.14.1｝
G846	P-GSM	｛66.14.1｜66.14.1｝
G1125	V-RPP-ASN	｛66.14.1｜66.14.1｝
G1909	PREP	｛66.14.1｜66.14.1｝
G3588	T-GPN	｛66.14.1｜66.14.1｝
G3359	N-GPN	｛66.14.1｜66.14.1｝
G846	P-GPM	｛66.14.1｜66.14.1｝
G2532	CONJ	｛66.14.2｜66.14.2｝
G191	V-AAI-1S	｛66.14.2｜66.14.2｝
G5456	N-ASF	｛66.14.2｜66.14.2｝
G1537	PREP	｛66.14.2｜66.14.2｝
G3588	T-GSM	｛66.14.2｜66.14.2｝
G3772	N-GSM	｛66.14.2｜66.14.2｝
G5613	CONJ	｛66.14.2｜66.14.2｝
G5456	N-ASF	｛66.14.2｜66.14.2｝
G5204	N-GPN	｛66.14.2｜66.14.2｝
G4183	A-GPN	｛66.14.2｜66.14.2｝
G2532	CONJ	｛66.14.2｜66.14.2｝
G5613	CONJ	｛66.14.2｜66.14.2｝
G5456	N-ASF	｛66.14.2｜66.14.2｝
G1027	N-GSF	｛66.14.2｜66.14.2｝
G3173	A-GSF	｛66.14.2｜66.14.2｝
G2532	CONJ	｛66.14.2｜66.14.2｝
G3588	T-NSF	｛66.14.2｜66.14.2｝
G5456	N-NSF	｛66.14.2｜66.14.2｝
G3739	R-ASF	｛66.14.2｜66.14.2｝
G191	V-AAI-1S	｛66.14.2｜66.14.2｝
G5613	CONJ	｛66.14.2｜66.14.2｝
G2790	N-GPM	｛66.14.2｜66.14.2｝
G2789	V-PAP-GPM	｛66.14.2｜66.14.2｝
G1722	PREP	｛66.14.2｜66.14.2｝
G3588	T-DPF	｛66.14.2｜66.14.2｝
G2788	N-DPF	｛66.14.2｜66.14.2｝
G846	P-GPM	｛66.14.2｜66.14.2｝
G2532	CONJ	｛66.14.3｜66.14.3｝
G103	V-PAI-3P	｛66.14.3｜66.14.3｝
G5613	CONJ	｛66.14.3｜66.14.3｝
G5603	N-ASF	｛66.14.3｜66.14.3｝
G2537	A-ASF	｛66.14.3｜66.14.3｝
G1799	PREP	｛66.14.3｜66.14.3｝
G3588	T-GSM	｛66.14.3｜66.14.3｝
G2362	N-GSM	｛66.14.3｜66.14.3｝
G2532	CONJ	｛66.14.3｜66.14.3｝
G1799	PREP	｛66.14.3｜66.14.3｝
G3588	T-GPN	｛66.14.3｜66.14.3｝
G5064	A-GPN	｛66.14.3｜66.14.3｝
G2226	N-GPN	｛66.14.3｜66.14.3｝
G2532	CONJ	｛66.14.3｜66.14.3｝
G3588	T-GPM	｛66.14.3｜66.14.3｝
G4245	A-GPM	｛66.14.3｜66.14.3｝
G2532	CONJ	｛66.14.3｜66.14.3｝
G3762	A-NSM	｛66.14.3｜66.14.3｝
G1410	V-INI-3S	｛66.14.3｜66.14.3｝
G3129	V-2AAN	｛66.14.3｜66.14.3｝
G3588	T-ASF	｛66.14.3｜66.14.3｝
G5603	N-ASF	｛66.14.3｜66.14.3｝
G1487	CONJ	｛66.14.3｜66.14.3｝
G3361	PRT-N	｛66.14.3｜66.14.3｝
G3588	T-NPF	｛66.14.3｜66.14.3｝
G1540	A-NPF-NUI	｛66.14.3｜66.14.3｝
G5062	A-NPF-NUI	｛66.14.3｜66.14.3｝
G5064	A-NPF-NUI	｛66.14.3｜66.14.3｝
G5505	N-NPF	｛66.14.3｜66.14.3｝
G3588	T-NPM	｛66.14.3｜66.14.3｝
G59	V-RPP-NPM	｛66.14.3｜66.14.3｝
G575	PREP	｛66.14.3｜66.14.3｝
G3588	T-GSF	｛66.14.3｜66.14.3｝
G1093	N-GSF	｛66.14.3｜66.14.3｝
G3778	D-NPM	｛66.14.4｜66.14.4｝
G1510	V-PAI-3P	｛66.14.4｜66.14.4｝
G3739	R-NPM	｛66.14.4｜66.14.4｝
G3326	PREP	｛66.14.4｜66.14.4｝
G1135	N-GPF	｛66.14.4｜66.14.4｝
G3756	PRT-N	｛66.14.4｜66.14.4｝
G3435	V-API-3P	｛66.14.4｜66.14.4｝
G3933	N-NPM	｛66.14.4｜66.14.4｝
G1063	CONJ	｛66.14.4｜66.14.4｝
G1510	V-PAI-3P	｛66.14.4｜66.14.4｝
G3778	D-NPM	｛66.14.4｜66.14.4｝
G3588	T-NPM	｛66.14.4｜66.14.4｝
G190	V-PAP-NPM	｛66.14.4｜66.14.4｝
G3588	T-DSN	｛66.14.4｜66.14.4｝
G721	N-DSN	｛66.14.4｜66.14.4｝
G3699	CONJ	｛66.14.4｜66.14.4｝
G302	PRT	｛66.14.4｜66.14.4｝
G5217	V-PAS-3S	｛66.14.4｜66.14.4｝
G3778	D-NPM	｛66.14.4｜66.14.4｝
G59	V-API-3P	｛66.14.4｜66.14.4｝
G575	PREP	｛66.14.4｜66.14.4｝
G3588	T-GPM	｛66.14.4｜66.14.4｝
G444	N-GPM	｛66.14.4｜66.14.4｝
G536	N-NSF	｛66.14.4｜66.14.4｝
G3588	T-DSM	｛66.14.4｜66.14.4｝
G2316	N-DSM	｛66.14.4｜66.14.4｝
G2532	CONJ	｛66.14.4｜66.14.4｝
G3588	T-DSN	｛66.14.4｜66.14.4｝
G721	N-DSN	｛66.14.4｜66.14.4｝
G2532	CONJ	｛66.14.5｜66.14.5｝
G1722	PREP	｛66.14.5｜66.14.5｝
G3588	T-DSN	｛66.14.5｜66.14.5｝
G4750	N-DSN	｛66.14.5｜66.14.5｝
G846	P-GPM	｛66.14.5｜66.14.5｝
G3756	PRT-N	｛66.14.5｜66.14.5｝
G2147	V-API-3S	｛66.14.5｜66.14.5｝
G5579	N-NSN	｛66.14.5｜66.14.5｝
G299	A-NPM	｛66.14.5｜66.14.5｝
G1510	V-PAI-3P	｛66.14.5｜66.14.5｝
G2532	CONJ	｛66.14.6｜66.14.6｝
G1492	V-2AAI-1S	｛66.14.6｜66.14.6｝
G243	A-ASM	｛66.14.6｜66.14.6｝
G32	N-ASM	｛66.14.6｜66.14.6｝
G4072	V-PNP-ASM	｛66.14.6｜66.14.6｝
G1722	PREP	｛66.14.6｜66.14.6｝
G3321	N-DSN	｛66.14.6｜66.14.6｝
G2192	V-PAP-ASM	｛66.14.6｜66.14.6｝
G2098	N-ASN	｛66.14.6｜66.14.6｝
G166	A-ASN	｛66.14.6｜66.14.6｝
G2097	V-AAN	｛66.14.6｜66.14.6｝
G1909	PREP	｛66.14.6｜66.14.6｝
G3588	T-APM	｛66.14.6｜66.14.6｝
G2521	V-PNP-APM	｛66.14.6｜66.14.6｝
G1909	PREP	｛66.14.6｜66.14.6｝
G3588	T-GSF	｛66.14.6｜66.14.6｝
G1093	N-GSF	｛66.14.6｜66.14.6｝
G2532	CONJ	｛66.14.6｜66.14.6｝
G1909	PREP	｛66.14.6｜66.14.6｝
G3956	A-ASN	｛66.14.6｜66.14.6｝
G1484	N-ASN	｛66.14.6｜66.14.6｝
G2532	CONJ	｛66.14.6｜66.14.6｝
G5443	N-ASF	｛66.14.6｜66.14.6｝
G2532	CONJ	｛66.14.6｜66.14.6｝
G1100	N-ASF	｛66.14.6｜66.14.6｝
G2532	CONJ	｛66.14.6｜66.14.6｝
G2992	N-ASM	｛66.14.6｜66.14.6｝
G3004	V-PAP-NSM	｛66.14.7｜66.14.7｝
G1722	PREP	｛66.14.7｜66.14.7｝
G5456	N-DSF	｛66.14.7｜66.14.7｝
G3173	A-DSF	｛66.14.7｜66.14.7｝
G5399	V-AOM-2P	｛66.14.7｜66.14.7｝
G3588	T-ASM	｛66.14.7｜66.14.7｝
G2316	N-ASM	｛66.14.7｜66.14.7｝
G2532	CONJ	｛66.14.7｜66.14.7｝
G1325	V-2AAM-2P	｛66.14.7｜66.14.7｝
G846	P-DSM	｛66.14.7｜66.14.7｝
G1391	N-ASF	｛66.14.7｜66.14.7｝
G3754	CONJ	｛66.14.7｜66.14.7｝
G2064	V-2AAI-3S	｛66.14.7｜66.14.7｝
G3588	T-NSF	｛66.14.7｜66.14.7｝
G5610	N-NSF	｛66.14.7｜66.14.7｝
G3588	T-GSF	｛66.14.7｜66.14.7｝
G2920	N-GSF	｛66.14.7｜66.14.7｝
G846	P-GSM	｛66.14.7｜66.14.7｝
G2532	CONJ	｛66.14.7｜66.14.7｝
G4352	V-AAM-2P	｛66.14.7｜66.14.7｝
G3588	T-DSM	｛66.14.7｜66.14.7｝
G4160	V-AAP-DSM	｛66.14.7｜66.14.7｝
G3588	T-ASM	｛66.14.7｜66.14.7｝
G3772	N-ASM	｛66.14.7｜66.14.7｝
G2532	CONJ	｛66.14.7｜66.14.7｝
G3588	T-ASF	｛66.14.7｜66.14.7｝
G1093	N-ASF	｛66.14.7｜66.14.7｝
G2532	CONJ	｛66.14.7｜66.14.7｝
